24/01/16 21:39:08 	 20.375 	 -3.562 	 9.062 	 -3.687 	 23.000 	 0
24/01/16 21:54:17 	 20.375 	 -3.437 	 9.062 	 -3.562 	 23.562 	 0
24/01/16 22:09:27 	 20.375 	 NaN 	 9.000 	 -3.500 	 23.687 	 0
24/01/16 22:24:39 	 NaN 	 -3.437 	 9.000 	 -3.812 	 23.750 	 0
24/01/16 22:39:55 	 20.375 	 -3.750 	 9.000 	 -3.687 	 24.000 	0 
24/01/16 22:55:00 	 20.375 	 -3.750 	 9.000 	 -3.750 	 23.937 	 0
24/01/16 23:10:07 	 20.375 	 -3.750 	 9.000 	 -3.625 	 23.812 	 0
24/01/16 23:25:14 	 NaN 	 NaN 	 9.000 	 -3.562 	 23.937 	 0
24/01/16 23:40:33 	 20.375 	 -3.875 	 9.000 	 -3.625 	 24.000 	 0
24/01/16 23:55:44 	 20.375 	 -4.000 	 9.000 	 -3.687 	 23.937 	 0
24/01/17 00:10:52 	 20.437 	 -4.062 	 9.375 	 -3.562 	 23.875 	 0
24/01/17 00:25:58 	 20.437 	 -4.062 	 9.000 	 -3.812 	 23.812 	 0
24/01/17 00:41:04 	 NaN 	 NaN 	 9.000 	 -3.750 	 23.750 	 0
24/01/17 00:56:24 	 20.437 	 -4.062 	 9.000 	 -3.500 	 23.687 	 0
24/01/17 01:11:35 	 20.437 	 -3.500 	 8.937 	 -3.312 	 23.625 	 0
24/01/17 01:26:46 	 NaN 	 -3.500 	 9.000 	 -3.125 	 23.562 	 0
24/01/17 01:42:04 	 20.437 	 -3.312 	 9.000 	 -3.062 	 23.750 	0 
24/01/17 01:57:13 	 19.812 	 -3.312 	 8.937 	 -3.062 	 23.687 	 0
24/01/17 02:12:26 	 NaN 	 -3.312 	 9.000 	 -2.937 	 23.750 	 0
24/01/17 02:27:39 	 19.500 	 -3.187 	 9.000 	 -2.937 	 23.750 	0 
24/01/17 02:42:46 	 19.375 	 -3.187 	 8.937 	 -2.875 	 23.750 	 0
24/01/17 02:57:54 	 19.187 	 -3.187 	 9.000 	 -2.687 	 23.687 	 0
24/01/17 03:12:58 	 19.062 	 -2.937 	 9.000 	 -2.562 	 23.625 	 0
24/01/17 03:28:04 	 19.000 	 NaN 	 8.937 	 -2.500 	 23.687 	 0
24/01/17 03:43:17 	 18.875 	 -2.562 	 8.937 	 -2.312 	 23.687 	0 
24/01/17 03:58:23 	 18.750 	 -2.500 	 9.000 	 -2.312 	 23.687 	 0
24/01/17 04:13:30 	 18.750 	 -2.500 	 9.000 	 -2.187 	 23.625 	 0
24/01/17 04:28:35 	 NaN 	 -2.500 	 8.937 	 NaN 	 23.625 	 0
24/01/17 04:43:51 	 18.625 	 NaN 	 8.937 	 -2.062 	 23.625 	0 
24/01/17 04:59:07 	 18.437 	 -2.125 	 8.937 	 -2.000 	 23.625 	0 
24/01/17 05:14:13 	 NaN 	 -2.000 	 8.937 	 -1.875 	 23.562 	 0
24/01/17 05:29:28 	 18.250 	 -1.875 	 8.937 	 -1.812 	 NaN 	 0
24/01/17 05:44:36 	 18.937 	 -1.687 	 8.937 	 -1.625 	 23.250 	0 
24/01/17 05:59:41 	 19.750 	 -1.500 	 8.937 	 -1.437 	 23.000 	 0
24/01/17 06:14:51 	 NaN 	 -1.437 	 8.937 	 -1.437 	 22.750 	 0
24/01/17 06:30:03 	 20.500 	 -1.312 	 8.937 	 NaN 	 NaN 	 0
24/01/17 06:45:06 	 20.750 	 -1.250 	 9.000 	 NaN 	 NaN 	 0
24/01/17 07:00:09 	 20.937 	 -1.187 	 8.937 	 NaN 	 NaN 	 0
24/01/17 07:15:12 	 20.937 	 -1.062 	 8.937 	 NaN 	 NaN 	 0
24/01/17 07:30:15 	 21.000 	 -0.937 	 9.000 	 NaN 	 NaN 	 0
24/01/17 07:45:18 	 21.000 	 -0.812 	 8.937 	 NaN 	 NaN 	 0
24/01/17 08:00:21 	 21.000 	 -0.812 	 9.000 	 NaN 	 NaN 	 0
24/01/17 08:15:24 	 20.875 	 -0.687 	 8.937 	 NaN 	 NaN 	 0
24/01/17 08:30:27 	 20.812 	 -0.625 	 8.937 	 NaN 	 NaN 	 0
24/01/17 08:45:30 	 20.625 	 -0.500 	 9.000 	 NaN 	 NaN 	 0
24/01/17 09:00:33 	 20.562 	 -0.375 	 8.937 	 NaN 	 NaN 	 0
24/01/17 09:15:36 	 20.375 	 -0.187 	 8.937 	 NaN 	 NaN 	 0
24/01/17 09:30:39 	 20.250 	 -0.312 	 9.000 	 NaN 	 NaN 	 0
24/01/17 09:45:42 	 20.062 	 -0.250 	 8.937 	 NaN 	 NaN 	 0
24/01/17 10:00:45 	 20.062 	 -0.187 	 8.937 	 NaN 	 NaN 	 0
24/01/17 10:15:48 	 19.687 	 -0.187 	 9.000 	 NaN 	 NaN 	 0
24/01/17 10:30:51 	 19.687 	 -0.187 	 9.000 	 NaN 	 NaN 	 0
24/01/17 10:45:54 	 19.500 	 -0.125 	 9.000 	 NaN 	 NaN 	 0
24/01/17 11:00:57 	 19.750 	 -0.125 	 8.937 	 NaN 	 NaN 	 0
24/01/17 11:15:59 	 20.312 	 0.000 	 8.937 	 NaN 	 NaN 	 0
24/01/17 11:31:02 	 20.625 	 -0.062 	 9.000 	 NaN 	 NaN 	 0
24/01/17 11:46:05 	 20.812 	 0.062 	 8.937 	 NaN 	 NaN 	 0
24/01/17 12:01:08 	 20.937 	 -0.062 	 9.000 	 NaN 	 NaN 	 0
24/01/17 12:16:11 	 21.000 	 -0.062 	 8.937 	 NaN 	 NaN 	 0
24/01/17 12:31:14 	 21.000 	 0.062 	 9.000 	 NaN 	 NaN 	 0
24/01/17 12:46:17 	 21.000 	 0.062 	 9.000 	 NaN 	 NaN 	 0
24/01/17 13:01:20 	 20.937 	 0.500 	 9.000 	 NaN 	 NaN 	 0
24/01/17 13:16:23 	 20.875 	 0.500 	 9.000 	 NaN 	 NaN 	 0
24/01/17 13:31:26 	 20.750 	 0.687 	 9.000 	 NaN 	 NaN 	 0
24/01/17 13:46:29 	 20.687 	 1.250 	 9.000 	 NaN 	 NaN 	 0
24/01/17 14:01:32 	 20.500 	 2.000 	 9.000 	 -0.312 	 20.812 	 0
24/01/17 14:16:39 	 20.312 	 2.625 	 8.937 	 0.125 	 NaN 	 0
24/01/17 14:31:45 	 20.125 	 5.687 	 9.000 	 0.750 	 20.625 	 0
24/01/17 14:46:51 	 19.937 	 6.687 	 9.000 	 NaN 	 NaN 	 0
24/01/17 15:01:54 	 19.812 	 6.625 	 9.000 	 NaN 	 NaN 	 0
24/01/17 15:16:57 	 19.625 	 6.812 	 9.000 	 NaN 	 NaN 	 0
24/01/17 15:32:00 	 19.500 	 7.562 	 8.937 	 NaN 	 NaN 	 0
24/01/17 15:47:04 	 19.812 	 7.625 	 9.000 	 NaN 	 NaN 	 0
24/01/17 16:02:07 	 20.125 	 8.000 	 8.937 	 NaN 	 NaN 	 0
24/01/17 16:17:10 	 20.375 	 8.125 	 9.250 	 5.937 	 20.437 	0 
24/01/17 16:32:19 	 20.437 	 7.812 	 9.000 	 NaN 	 20.437 	 0
24/01/17 16:47:23 	 20.437 	 7.812 	 9.000 	 NaN 	 20.437 	 0
24/01/17 19:30:35 	 19.437 	 9.937 	 9.062 	 NaN 	 19.625 	 0
24/01/17 19:45:39 	 19.750 	 10.000 	 9.062 	 4.875 	 19.562 	 0
24/01/17 20:12:57 	 20.125 	 9.937 	 9.125 	 4.750 	 19.500 	 0
24/01/17 20:28:02 	 20.312 	 9.937 	 9.125 	 4.750 	 19.500 	 0
24/01/17 20:43:06 	 20.312 	 9.750 	 9.062 	 4.500 	 19.500 	 0
24/01/17 20:58:11 	 20.375 	 9.437 	 9.125 	 4.687 	 19.562 	 0
24/01/17 21:13:15 	 20.375 	 9.000 	 9.062 	 4.500 	 19.562 	 0
24/01/17 21:28:20 	 20.312 	 8.562 	 9.125 	 3.937 	 19.500 	 0
24/01/18 07:07:41 	 20.562 	 0.750 	 9.187 	 1.750 	 21.250 	 0
24/01/18 07:22:45 	 20.750 	 0.687 	 9.250 	 1.687 	 21.500 	 0
24/01/18 07:37:50 	 20.812 	 0.562 	 9.250 	 NaN 	 21.812 	 0
24/01/18 07:52:54 	 20.875 	 0.500 	 9.250 	 1.687 	 21.937 	 0
24/01/18 08:07:59 	 20.937 	 0.562 	 9.250 	 1.250 	 22.125 	 0
24/01/18 08:23:03 	 20.812 	 0.312 	 9.250 	 1.250 	 22.062 	 0
24/01/18 08:38:08 	 20.812 	 0.125 	 9.250 	 1.125 	 22.187 	 0
24/01/18 08:53:12 	 20.750 	 0.125 	 9.250 	 1.187 	 22.312 	 0
24/01/18 09:08:17 	 20.625 	 0.000 	 9.250 	 1.062 	 22.375 	 0
24/01/18 09:23:21 	 20.562 	 -0.062 	 9.250 	 1.062 	 22.437 	 0
24/01/18 09:38:26 	 20.500 	 0.000 	 9.250 	 1.000 	 22.562 	 0
24/01/18 09:53:30 	 20.375 	 0.062 	 9.250 	 1.000 	 22.562 	 0
24/01/18 10:08:35 	 20.375 	 0.000 	 9.250 	 0.937 	 21.937 	 0
24/01/18 10:23:40 	 20.312 	 0.125 	 9.250 	 1.000 	 22.000 	 0
24/01/18 10:38:44 	 20.125 	 0.375 	 9.312 	 0.937 	 21.937 	 0
24/01/18 10:53:49 	 20.062 	 0.437 	 9.250 	 0.937 	 21.750 	 0
24/01/18 11:08:53 	 19.937 	 0.437 	 9.312 	 0.937 	 21.625 	 0
24/01/18 11:23:58 	 19.812 	 0.500 	 9.250 	 1.000 	 21.625 	 0
24/01/18 11:39:02 	 20.312 	 0.625 	 9.312 	 1.000 	 21.750 	 0
24/01/18 11:54:07 	 20.875 	 1.000 	 9.312 	 1.000 	 21.937 	 0
24/01/18 12:09:11 	 21.000 	 1.125 	 9.312 	 1.062 	 21.812 	 0
24/01/18 12:24:16 	 21.187 	 1.187 	 9.312 	 1.062 	 21.812 	 0
24/01/18 12:39:20 	 21.125 	 1.437 	 9.312 	 1.062 	 21.875 	 0
24/01/18 12:54:25 	 21.062 	 1.437 	 9.312 	 1.125 	 21.812 	 0
24/01/18 13:09:30 	 21.000 	 1.812 	 9.312 	 1.187 	 21.750 	 0
24/01/18 13:24:34 	 20.875 	 1.875 	 9.312 	 1.250 	 21.750 	 0
24/01/18 13:39:39 	 20.812 	 1.687 	 9.375 	 1.312 	 21.687 	 0
24/01/18 13:54:43 	 20.812 	 1.625 	 9.375 	 1.312 	 21.625 	 0
24/01/18 14:09:48 	 20.625 	 1.500 	 9.312 	 1.312 	 21.625 	 0
24/01/18 14:24:52 	 20.437 	 1.687 	 9.375 	 1.312 	 21.625 	 0
24/01/18 14:39:57 	 20.312 	 1.500 	 9.375 	 1.375 	 21.562 	 0
24/01/18 14:55:01 	 20.125 	 1.437 	 9.375 	 1.375 	 21.562 	 0
